tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
g__JL3646,f__Rhodobacteraceae,rank_5,g__JL3646,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__JL3646,
f__CAG-138,o__Christensenellales,rank_4,f__CAG-138,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-138,,
g__PeH17,f__CAG-138,rank_5,g__PeH17,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__PeH17,
s__PeH17_sp1,g__PeH17,rank_6,s__PeH17_sp1,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17_sp1
c__Methanomethylicia,p__Crenarchaeota,rank_2,c__Methanomethylicia,Root,d__Archaea,p__Crenarchaeota,c__Methanomethylicia,,,,
o__Methanomethyliales,c__Methanomethylicia,rank_3,o__Methanomethyliales,Root,d__Archaea,p__Crenarchaeota,c__Methanomethylicia,o__Methanomethyliales,,,
f__Methanomethyliaceae,o__Methanomethyliales,rank_4,f__Methanomethyliaceae,Root,d__Archaea,p__Crenarchaeota,c__Methanomethylicia,o__Methanomethyliales,f__Methanomethyliaceae,,
g__Methanomethylicus,f__Methanomethyliaceae,rank_5,g__Methanomethylicus,Root,d__Archaea,p__Crenarchaeota,c__Methanomethylicia,o__Methanomethyliales,f__Methanomethyliaceae,g__Methanomethylicus,
s__Methanomethylicus_oleusabulum,g__Methanomethylicus,rank_6,s__Methanomethylicus_oleusabulum,Root,d__Archaea,p__Crenarchaeota,c__Methanomethylicia,o__Methanomethyliales,f__Methanomethyliaceae,g__Methanomethylicus,s__Methanomethylicus_oleusabulum
f__Demequinaceae,o__Actinomycetales,rank_4,f__Demequinaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Demequinaceae,,
g__Demequina,f__Demequinaceae,rank_5,g__Demequina,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Demequinaceae,g__Demequina,
s__Demequina_aestuarii,g__Demequina,rank_6,s__Demequina_aestuarii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Demequinaceae,g__Demequina,s__Demequina_aestuarii
s__Rickettsia_raoultii,g__Rickettsia,rank_6,s__Rickettsia_raoultii,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__Rickettsia_raoultii
g__Azovibrio,f__Rhodocyclaceae,rank_5,g__Azovibrio,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Azovibrio,
s__Azovibrio_restrictus,g__Azovibrio,rank_6,s__Azovibrio_restrictus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Azovibrio,s__Azovibrio_restrictus
g__Anaerostipes,f__Lachnospiraceae,rank_5,g__Anaerostipes,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,
g__Atopobium_A,f__Atopobiaceae,rank_5,g__Atopobium_A,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium_A,
s__Atopobium_A_vaginae_A,g__Atopobium_A,rank_6,s__Atopobium_A_vaginae_A,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium_A,s__Atopobium_A_vaginae_A
p__Nitrospirota,d__Bacteria,rank_1,p__Nitrospirota,Root,d__Bacteria,p__Nitrospirota,,,,,
c__Nitrospiria,p__Nitrospirota,rank_2,c__Nitrospiria,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,,,,
o__Nitrospirales,c__Nitrospiria,rank_3,o__Nitrospirales,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,,,
f__Nitrospiraceae,o__Nitrospirales,rank_4,f__Nitrospiraceae,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,,
g__Nitrospira,f__Nitrospiraceae,rank_5,g__Nitrospira,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,
s__Nitrospira_nitrificans,g__Nitrospira,rank_6,s__Nitrospira_nitrificans,Root,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__Nitrospira_nitrificans
Rhodophyta,d__Eukaryota,rank_1,Rhodophyta,Root,d__Eukaryota,Rhodophyta,,,,,
s__Pyramidobacter_sp1,g__Pyramidobacter,rank_6,s__Pyramidobacter_sp1,Root,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Dethiosulfovibrionaceae,g__Pyramidobacter,s__Pyramidobacter_sp1
g__Lactobacillus_O,f__Lactobacillaceae,rank_5,g__Lactobacillus_O,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_O,
s__Lactobacillus_O_mali,g__Lactobacillus_O,rank_6,s__Lactobacillus_O_mali,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_O,s__Lactobacillus_O_mali
g__Bacteroides_A,f__Bacteroidaceae,rank_5,g__Bacteroides_A,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,
s__Bacteroides_A_coprocola,g__Bacteroides_A,rank_6,s__Bacteroides_A_coprocola,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_A,s__Bacteroides_A_coprocola
g__Bartonella,f__Rhizobiaceae,rank_5,g__Bartonella,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Bartonella,
s__Bartonella_alsatica,g__Bartonella,rank_6,s__Bartonella_alsatica,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Bartonella,s__Bartonella_alsatica
g__Cobetia,f__Halomonadaceae,rank_5,g__Cobetia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Cobetia,
g__UBA1672,f__Micavibrionaceae,rank_5,g__UBA1672,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__UBA1672,
g__Helicobacter_D,f__Helicobacteraceae,rank_5,g__Helicobacter_D,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,
s__Helicobacter_D_winghamensis,g__Helicobacter_D,rank_6,s__Helicobacter_D_winghamensis,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__Helicobacter_D_winghamensis
g__Niveispirillum,f__Azospirillaceae,rank_5,g__Niveispirillum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Niveispirillum,
s__Niveispirillum_irakense,g__Niveispirillum,rank_6,s__Niveispirillum_irakense,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Niveispirillum,s__Niveispirillum_irakense
f__Acholeplasmataceae_A,o__Acholeplasmatales,rank_4,f__Acholeplasmataceae_A,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae_A,,
g__Acholeplasma_C,f__Acholeplasmataceae_A,rank_5,g__Acholeplasma_C,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae_A,g__Acholeplasma_C,
s__Acholeplasma_C_brassicae,g__Acholeplasma_C,rank_6,s__Acholeplasma_C_brassicae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae_A,g__Acholeplasma_C,s__Acholeplasma_C_brassicae
g__Metallosphaera,f__Sulfolobaceae,rank_5,g__Metallosphaera,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,
s__Metallosphaera_yellowstonensis,g__Metallosphaera,rank_6,s__Metallosphaera_yellowstonensis,Root,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Metallosphaera,s__Metallosphaera_yellowstonensis
s__Corynebacterium_mastitidis,g__Corynebacterium,rank_6,s__Corynebacterium_mastitidis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_mastitidis
g__Nitrosospira,f__Nitrosomonadaceae,rank_5,g__Nitrosospira,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosospira,
g__Pseudoalteromonas,f__Alteromonadaceae,rank_5,g__Pseudoalteromonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,
s__Pseudoalteromonas_tunicata,g__Pseudoalteromonas,rank_6,s__Pseudoalteromonas_tunicata,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Pseudoalteromonas,s__Pseudoalteromonas_tunicata
g__Clostridium_AE,f__Clostridiaceae,rank_5,g__Clostridium_AE,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_AE,
s__Clostridium_AE_oryzae,g__Clostridium_AE,rank_6,s__Clostridium_AE_oryzae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_AE,s__Clostridium_AE_oryzae
f__Bacillaceae_H,o__Bacillales,rank_4,f__Bacillaceae_H,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H,,
g__Bacillus_C,f__Bacillaceae_H,rank_5,g__Bacillus_C,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H,g__Bacillus_C,
s__Bacillus_C_flexus,g__Bacillus_C,rank_6,s__Bacillus_C_flexus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_H,g__Bacillus_C,s__Bacillus_C_flexus
f__Pleomorphomonadaceae,o__Rhizobiales,rank_4,f__Pleomorphomonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae,,
g__Pleomorphomonas,f__Pleomorphomonadaceae,rank_5,g__Pleomorphomonas,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae,g__Pleomorphomonas,
s__Pleomorphomonas_oryzae,g__Pleomorphomonas,rank_6,s__Pleomorphomonas_oryzae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pleomorphomonadaceae,g__Pleomorphomonas,s__Pleomorphomonas_oryzae
g__R-H-3,f__Kineosporiaceae,rank_5,g__R-H-3,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Kineosporiaceae,g__R-H-3,
f__Homeothermaceae,o__Bacteroidales,rank_4,f__Homeothermaceae,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,,
g__UBA7173,f__Homeothermaceae,rank_5,g__UBA7173,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__UBA7173,
g__Treponema_D,f__Treponemataceae,rank_5,g__Treponema_D,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,
s__Treponema_D_socranskii,g__Treponema_D,rank_6,s__Treponema_D_socranskii,Root,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D_socranskii
c__Lentisphaeria,p__Verrucomicrobia,rank_2,c__Lentisphaeria,Root,d__Bacteria,p__Verrucomicrobia,c__Lentisphaeria,,,,
o__UBA1784,c__Lentisphaeria,rank_3,o__UBA1784,Root,d__Bacteria,p__Verrucomicrobia,c__Lentisphaeria,o__UBA1784,,,
f__GWF2-50-93,o__UBA1784,rank_4,f__GWF2-50-93,Root,d__Bacteria,p__Verrucomicrobia,c__Lentisphaeria,o__UBA1784,f__GWF2-50-93,,
g__GWF2-50-93,f__GWF2-50-93,rank_5,g__GWF2-50-93,Root,d__Bacteria,p__Verrucomicrobia,c__Lentisphaeria,o__UBA1784,f__GWF2-50-93,g__GWF2-50-93,
g__Salinibacillus,f__Alkalibacillaceae,rank_5,g__Salinibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alkalibacillaceae,g__Salinibacillus,
s__Salinibacillus_kushneri,g__Salinibacillus,rank_6,s__Salinibacillus_kushneri,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alkalibacillaceae,g__Salinibacillus,s__Salinibacillus_kushneri
g__Methanobacterium_D,f__Methanobacteriaceae,rank_5,g__Methanobacterium_D,Root,d__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_D,
g__Pontibacillus,f__Halobacillaceae,rank_5,g__Pontibacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Halobacillaceae,g__Pontibacillus,
s__Pontibacillus_chungwhensis,g__Pontibacillus,rank_6,s__Pontibacillus_chungwhensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Halobacillaceae,g__Pontibacillus,s__Pontibacillus_chungwhensis
g__Lentibacter,f__Rhodobacteraceae,rank_5,g__Lentibacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Lentibacter,
s__Lentibacter_algarum,g__Lentibacter,rank_6,s__Lentibacter_algarum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Lentibacter,s__Lentibacter_algarum
g__Pseudomonas_B,f__Pseudomonadaceae,rank_5,g__Pseudomonas_B,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_B,
s__Pseudomonas_B_oryzihabitans_A,g__Pseudomonas_B,rank_6,s__Pseudomonas_B_oryzihabitans_A,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_B,s__Pseudomonas_B_oryzihabitans_A
s__Reyranella_massiliensis,g__Reyranella,rank_6,s__Reyranella_massiliensis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella,s__Reyranella_massiliensis
c__Acidimicrobiia,p__Actinobacteria,rank_2,c__Acidimicrobiia,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,,,,
o__Acidimicrobiales,c__Acidimicrobiia,rank_3,o__Acidimicrobiales,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,,,
f__Acidimicrobiaceae,o__Acidimicrobiales,rank_4,f__Acidimicrobiaceae,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,,
g__Ferrimicrobium,f__Acidimicrobiaceae,rank_5,g__Ferrimicrobium,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Ferrimicrobium,
s__Ferrimicrobium_acidiphilum,g__Ferrimicrobium,rank_6,s__Ferrimicrobium_acidiphilum,Root,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Ferrimicrobium,s__Ferrimicrobium_acidiphilum
g__Actinomyces,f__Actinomycetaceae,rank_5,g__Actinomyces,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,
s__Actinomyces_ruminicola,g__Actinomyces,rank_6,s__Actinomyces_ruminicola,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces_ruminicola
g__Olsenella_A,f__Atopobiaceae,rank_5,g__Olsenella_A,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella_A,
o__Geobacterales,c__Desulfuromonadia,rank_3,o__Geobacterales,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Geobacterales,,,
f__Pelobacteraceae,o__Geobacterales,rank_4,f__Pelobacteraceae,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Geobacterales,f__Pelobacteraceae,,
g__UBA8499,f__Pelobacteraceae,rank_5,g__UBA8499,Root,d__Bacteria,p__Desulfuromonadota,c__Desulfuromonadia,o__Geobacterales,f__Pelobacteraceae,g__UBA8499,
g__Fervidobacterium_A,f__Fervidobacteriaceae,rank_5,g__Fervidobacterium_A,Root,d__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Fervidobacteriaceae,g__Fervidobacterium_A,
s__Fervidobacterium_A_thailandensis,g__Fervidobacterium_A,rank_6,s__Fervidobacterium_A_thailandensis,Root,d__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Fervidobacteriaceae,g__Fervidobacterium_A,s__Fervidobacterium_A_thailandensis
g__Desulfovibrio_I,f__Desulfovibrionaceae,rank_5,g__Desulfovibrio_I,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_I,
s__Desulfovibrio_I_aminophilus,g__Desulfovibrio_I,rank_6,s__Desulfovibrio_I_aminophilus,Root,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio_I,s__Desulfovibrio_I_aminophilus
g__Leuconostoc,f__Lactobacillaceae,rank_5,g__Leuconostoc,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,
s__Leuconostoc_fallax,g__Leuconostoc,rank_6,s__Leuconostoc_fallax,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,s__Leuconostoc_fallax
s__Thermus_brockianus,g__Thermus,rank_6,s__Thermus_brockianus,Root,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae,g__Thermus,s__Thermus_brockianus
g__Pseudoxanthomonas,f__Xanthomonadaceae,rank_5,g__Pseudoxanthomonas,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,
s__Pseudoxanthomonas_suwonensis_B,g__Pseudoxanthomonas,rank_6,s__Pseudoxanthomonas_suwonensis_B,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas_suwonensis_B
o__Paenibacillales,c__Bacilli_A,rank_3,o__Paenibacillales,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,,,
f__Paenibacillaceae,o__Paenibacillales,rank_4,f__Paenibacillaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,,
g__Paenibacillus_F,f__Paenibacillaceae,rank_5,g__Paenibacillus_F,Root,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_F,
g__Subdoligranulum,f__Ruminococcaceae,rank_5,g__Subdoligranulum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Subdoligranulum,
s__Subdoligranulum_formicile,g__Subdoligranulum,rank_6,s__Subdoligranulum_formicile,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Subdoligranulum,s__Subdoligranulum_formicile
g__Actinotignum,f__Actinomycetaceae,rank_5,g__Actinotignum,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinotignum,
s__Actinotignum_urinale,g__Actinotignum,rank_6,s__Actinotignum_urinale,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinotignum,s__Actinotignum_urinale
g__Lactobacillus_B,f__Lactobacillaceae,rank_5,g__Lactobacillus_B,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_B,
s__Lactobacillus_B_ruminis,g__Lactobacillus_B,rank_6,s__Lactobacillus_B_ruminis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_B,s__Lactobacillus_B_ruminis
g__UBA7182,f__Lachnospiraceae,rank_5,g__UBA7182,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA7182,
Fungi,d__Eukaryota,rank_1,Fungi,Root,d__Eukaryota,Fungi,,,,,
g__Mycoplasma_F,f__Mycoplasmataceae_B,rank_5,g__Mycoplasma_F,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_F,
s__Mycoplasma_F_alligatoris,g__Mycoplasma_F,rank_6,s__Mycoplasma_F_alligatoris,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_F,s__Mycoplasma_F_alligatoris
p__WOR-3,d__Bacteria,rank_1,p__WOR-3,Root,d__Bacteria,p__WOR-3,,,,,
c__EM3,p__WOR-3,rank_2,c__EM3,Root,d__Bacteria,p__WOR-3,c__EM3,,,,
o__JdFR-72,c__EM3,rank_3,o__JdFR-72,Root,d__Bacteria,p__WOR-3,c__EM3,o__JdFR-72,,,
f__JdFR-72,o__JdFR-72,rank_4,f__JdFR-72,Root,d__Bacteria,p__WOR-3,c__EM3,o__JdFR-72,f__JdFR-72,,
g__JdFR-72,f__JdFR-72,rank_5,g__JdFR-72,Root,d__Bacteria,p__WOR-3,c__EM3,o__JdFR-72,f__JdFR-72,g__JdFR-72,
c__Anaerolineae,p__Chloroflexi,rank_2,c__Anaerolineae,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,,,,
o__Anaerolineales,c__Anaerolineae,rank_3,o__Anaerolineales,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,,,
f__Anaerolineaceae,o__Anaerolineales,rank_4,f__Anaerolineaceae,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,,
g__Ornatilinea,f__Anaerolineaceae,rank_5,g__Ornatilinea,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Ornatilinea,
s__Ornatilinea_apprima,g__Ornatilinea,rank_6,s__Ornatilinea_apprima,Root,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__Ornatilinea,s__Ornatilinea_apprima
g__Eubacterium_J,f__Lachnospiraceae,rank_5,g__Eubacterium_J,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_J,
s__Eubacterium_J_plexicaudatum,g__Eubacterium_J,rank_6,s__Eubacterium_J_plexicaudatum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_J,s__Eubacterium_J_plexicaudatum
g__Buttiauxella,f__Enterobacteriaceae,rank_5,g__Buttiauxella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buttiauxella,
s__Buttiauxella_ferragutiae,g__Buttiauxella,rank_6,s__Buttiauxella_ferragutiae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buttiauxella,s__Buttiauxella_ferragutiae
g__Moraxella,f__Moraxellaceae,rank_5,g__Moraxella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,
s__Moraxella_catarrhalis,g__Moraxella,rank_6,s__Moraxella_catarrhalis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__Moraxella_catarrhalis
s__Lactobacillus_G_paucivorans,g__Lactobacillus_G,rank_6,s__Lactobacillus_G_paucivorans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G_paucivorans
f__Sulfurovaceae,o__Campylobacterales,rank_4,f__Sulfurovaceae,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurovaceae,,
g__tcs-49,f__Sulfurovaceae,rank_5,g__tcs-49,Root,d__Bacteria,p__Epsilonbacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurovaceae,g__tcs-49,
g__Loktanella_A,f__Rhodobacteraceae,rank_5,g__Loktanella_A,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Loktanella_A,
s__Loktanella_A_pyoseonensis,g__Loktanella_A,rank_6,s__Loktanella_A_pyoseonensis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Loktanella_A,s__Loktanella_A_pyoseonensis
s__Mycoplasma_F_cricetuli,g__Mycoplasma_F,rank_6,s__Mycoplasma_F_cricetuli,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae_B,g__Mycoplasma_F,s__Mycoplasma_F_cricetuli
c__Acidobacteriia,p__Acidobacteria,rank_2,c__Acidobacteriia,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,,,,
o__Solibacterales,c__Acidobacteriia,rank_3,o__Solibacterales,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,,,
f__Solibacteraceae,o__Solibacterales,rank_4,f__Solibacteraceae,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae,,
g__Solibacter,f__Solibacteraceae,rank_5,g__Solibacter,Root,d__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae,g__Solibacter,
